Valor,Marca,Modelo,Bairro,Município,UF,Data da venda,Loja,Endereço da loja,Categoria,Cidade da loja,UF da loja,Dia da semana,Dia do mês
73000.0,CHEVROLET,ONIX LT 1.0,JARDIM SANTA ADELIA,SÃO PAULO - SP,SP,2024-12-15,VP,São Paulo - SP,Carro,São Paulo,SP,Domingo,15
62766.99,PEUGEOT,208 LIKE PACK 1.6,CAMPO GRANDE,RIO DE JANEIRO - RJ,RJ,2024-12-15,CG,Rio de Janeiro - RJ,Carro,Rio de Janeiro,RJ,Domingo,15
47809.6,VOLKSWAGEN,NOVO VOYAGE TL MBV,PACIÊNCIA,RIO DE JANEIRO - RJ,RJ,2024-12-15,CG,Rio de Janeiro - RJ,Carro,Rio de Janeiro,RJ,Domingo,15
52600.0,FIAT,MOBI LIKE,SÃO JOSÉ,BELFORD ROXO - RJ,RJ,2024-12-15,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Domingo,15
54800.0,FIAT,ARGO DRIVE 1.0,VILA SANTA ALICE,DUQUE DE CAXIAS - RJ,RJ,2024-12-15,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Domingo,15
58135.87,VOLKSWAGEN,VOYAGE 1.0,JARDIM GRAMACHO,DUQUE DE CAXIAS - RJ,RJ,2024-12-16,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Segunda,16
21860.89,PEUGEOT,207HB XR,GOIABAL,BARRA MANSA - RJ,RJ,2024-12-16,BM,Barra Mansa - RJ,Carro,Barra Mansa,RJ,Segunda,16
50847.29,FIAT,MOBI LIKE 1.0,VILA RÉ,SÃO PAULO - SP,SP,2024-12-16,VP,São Paulo - SP,Carro,São Paulo,SP,Segunda,16
93456.79,CAOA CHERY,TIGGO 3X PRO TB 1.0 AT,VILA NOVA (SURUÍ),MAGÉ - RJ,RJ,2024-12-16,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Segunda,16
70000.0,FIAT,CRONOS DRIVE 1.0,OURO VERDE,NOVA IGUAÇU - RJ,RJ,2024-12-16,NI,Nova Iguaçu - RJ,Carro,Nova Iguaçu,RJ,Segunda,16
29910.0,JAC,J6 2.0 DIAMOND 7S,CORUMBÁ,NOVA IGUAÇU - RJ,RJ,2024-12-16,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Segunda,16
75835.79,FIAT,CRONOS 1.3,VILA YOLANDA,OSASCO - SP,SP,2024-12-16,OS,Osasco - SP,Carro,Osasco,SP,Segunda,16
72000.0,FIAT,CRONOS DRIVE 1.0,VILA TIRADENTES,SÃO JOÃO DE MERITI - RJ,RJ,2024-12-16,NI,Nova Iguaçu - RJ,Carro,Nova Iguaçu,RJ,Segunda,16
75375.13,FIAT,FIAT CRONOS DRIVE 1.0,VILA LEOPOLDINA,DUQUE DE CAXIAS - RJ,RJ,2024-12-16,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Segunda,16
86340.0,CITROEN,C4 CACTUS FEEL PACK 1.6 AT,PEDRA DE GUARATIBA,RIO DE JANEIRO - RJ,RJ,2024-12-16,IT,Rio de Janeiro - RJ,Carro,Rio de Janeiro,RJ,Segunda,16
27156.16,VOLKSWAGEN,POLO SEDAN 1.6,VILA MENCK,OSASCO - SP,SP,2024-12-16,OS,Osasco - SP,Carro,Osasco,SP,Segunda,16
74958.23,FIAT,CRONOS DRIVE 1.0,CHÁCARAS ARCAMPO,DUQUE DE CAXIAS - RJ,RJ,2024-12-16,NT,Niterói - RJ,Carro,Niterói,RJ,Segunda,16
65724.8,RENAULT,LOGAN ZEN10MT,SANTA CRUZ,RIO DE JANEIRO - RJ,RJ,2024-12-17,CG,Rio de Janeiro - RJ,Carro,Rio de Janeiro,RJ,Terça,17
78170.67,FIAT,CRONOS 1.3,KM 32,NOVA IGUAÇU - RJ,RJ,2024-12-17,CG,Rio de Janeiro - RJ,Carro,Rio de Janeiro,RJ,Terça,17
57900.0,FIAT,MOBI LIKE,CABUIS,NILÓPOLIS - RJ,RJ,2024-12-17,NI,Nova Iguaçu - RJ,Carro,Nova Iguaçu,RJ,Terça,17
67000.0,RENAULT,LOGAN ZEN10MT,GUADALUPE,RIO DE JANEIRO - RJ,RJ,2024-12-17,IT,Rio de Janeiro - RJ,Carro,Rio de Janeiro,RJ,Terça,17
72401.0,PEUGEOT,208 ACTIVE AT1,MIGUEL COUTO,NOVA IGUAÇU - RJ,RJ,2024-12-17,NI,Nova Iguaçu - RJ,Carro,Nova Iguaçu,RJ,Terça,17
58200.0,FIAT,MOBI LIKE 1.0 FIRE,JARDIM PEDRA BRANCA,SÃO PAULO - SP,SP,2024-12-17,VP,São Paulo - SP,Carro,São Paulo,SP,Terça,17
58706.87,PEUGEOT,208 LIKE MT,CHACRINHA,DUQUE DE CAXIAS - RJ,RJ,2024-12-17,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Terça,17
59972.62,FIAT,ARGO 1.0,ITANHANGÁ,RIO DE JANEIRO - RJ,RJ,2024-12-17,IT,Rio de Janeiro - RJ,Carro,Rio de Janeiro,RJ,Terça,17
75258.92,CHEVROLET,ONIX PLUS 10MT LT2,RETIRO,VOLTA REDONDA - RJ,RJ,2024-12-17,BM,Barra Mansa - RJ,Carro,Barra Mansa,RJ,Terça,17
41205.82,FORD,KA SE 1.0 SD B,CONDADO DE MARICÁ,MARICÁ - RJ,RJ,2024-12-17,NT,Niterói - RJ,Carro,Niterói,RJ,Terça,17
48370.79,FIAT,MOBI LIKE,CONJUNTO HABITACIONAL PRESIDENTE CASTELO BRANCO,CARAPICUÍBA - SP,SP,2024-12-18,OS,Osasco - SP,Carro,Osasco,SP,Quarta,18
88077.46,CITROEN,C4CACTUS FEEL AT,FLAMENGO,MARICÁ - RJ,RJ,2024-12-18,NT,Niterói - RJ,Carro,Niterói,RJ,Quarta,18
57273.79,FIAT,ARGO DRIVE 1.0,CIDADE PATRIARCA,SÃO PAULO - SP,SP,2024-12-18,VP,São Paulo - SP,Carro,São Paulo,SP,Quarta,18
58987.6,RENAULT,LOGAN ZEN 1.0,HIGIENÓPOLIS,RIO DE JANEIRO - RJ,RJ,2024-12-18,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Quarta,18
69000.0,FIAT,ARGO 1.0,JARDIM NOVA VIDA,COTIA - SP,SP,2024-12-18,OS,Osasco - SP,Carro,Osasco,SP,Quarta,18
51000.0,FIAT,MOBI LIKE 1.0,MADUREIRA,RIO DE JANEIRO - RJ,RJ,2024-12-18,IT,Rio de Janeiro - RJ,Carro,Rio de Janeiro,RJ,Quarta,18
17550.0,FORD,KA FLEX,ROMA,VOLTA REDONDA - RJ,RJ,2024-12-18,BM,Barra Mansa - RJ,Carro,Barra Mansa,RJ,Quarta,18
45700.0,FIAT,MOBI EASY 1.0,VILA RUI BARBOSA,SÃO PAULO - SP,SP,2024-12-18,VP,São Paulo - SP,Carro,São Paulo,SP,Quarta,18
66649.0,CHEVROLET,ONIX LT 1.0,SARACURUNA,DUQUE DE CAXIAS - RJ,RJ,2024-12-18,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Quarta,18
58000.0,FORD,KA 1.5 SEDAN SE PLUS 12V FLEX 4P AUT.,CIRCULAR,DUQUE DE CAXIAS - RJ,RJ,2024-12-19,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Quinta,19
73390.0,FIAT,CRONOS DRIVE 1.0,LAGOMAR,MACAÉ - RJ,RJ,2024-12-19,NT,Niterói - RJ,Carro,Niterói,RJ,Quinta,19
37196.1,FIAT,UNO ATTRACTIVE 1.0,CAMPOS ELISEOS,SÃO PAULO - SP,SP,2024-12-19,MT,Rio de Janeiro - RJ,Carro,Rio de Janeiro,RJ,Quinta,19
48958.0,FIAT,MOBI EASY 1.0,JARDIM GUANDU,NOVA IGUAÇU - RJ,RJ,2024-12-19,CG,Rio de Janeiro - RJ,Carro,Rio de Janeiro,RJ,Quinta,19
61617.0,RENAULT,LOGAN ZEN10MT,PIABAS,QUEIMADOS - RJ,RJ,2024-12-19,NI,Nova Iguaçu - RJ,Carro,Nova Iguaçu,RJ,Quinta,19
45000.0,FIAT,UNO ATTRACTIVE 1.0 FIRE,SÃO CRISTÓVÃO,RIO DE JANEIRO - RJ,RJ,2024-12-19,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Quinta,19
63350.54,RENAULT,LOGAN ZEN10MT,PACIÊNCIA,RIO DE JANEIRO - RJ,RJ,2024-12-19,CG,Rio de Janeiro - RJ,Carro,Rio de Janeiro,RJ,Quinta,19
74240.94,PEUGEOT,2008 ALLURE ESSENCIAL 1.6 AT,VILA NOVA,MAGÉ - RJ,RJ,2024-12-19,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Quinta,19
55000.0,VOLKSWAGEN,SAVEIRO ROBUST 1.6,JARDIM GRAMACHO,DUQUE DE CAXIAS - RJ,RJ,2024-12-19,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Quinta,19
113852.7,JEEP,RENEGADE LGTD T270,BENFICA,RIO DE JANEIRO - RJ,RJ,2024-12-20,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Sexta,20
57372.84,FIAT,STRADA WORKING 1.4  FIRE,PIAM,BELFORD ROXO - RJ,RJ,2024-12-20,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Sexta,20
52932.34,RENAULT,KWID ZEN 1.0,CAMPO GRANDE,RIO DE JANEIRO - RJ,RJ,2024-12-20,CG,Rio de Janeiro - RJ,Carro,Rio de Janeiro,RJ,Sexta,20
56177.27,VOLKSWAGEN,GOL,CAMPO GRANDE,RIO DE JANEIRO - RJ,RJ,2024-12-20,CG,Rio de Janeiro - RJ,Carro,Rio de Janeiro,RJ,Sexta,20
61810.34,PEUGEOT,208 LIKE PACK 1.6,VILA EMA,SÃO PAULO - SP,SP,2024-12-20,VP,São Paulo - SP,Carro,São Paulo,SP,Sexta,20
57434.52,VOLKSWAGEN,VOYAGE 1.0,OLARIA,RIO DE JANEIRO - RJ,RJ,2024-12-20,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Sexta,20
53050.39,FIAT,MOBI LIKE 1.0,PILARES,RIO DE JANEIRO - RJ,RJ,2024-12-20,IT,Rio de Janeiro - RJ,Carro,Rio de Janeiro,RJ,Sexta,20
54106.2,FIAT,MOBI EASY 1.0,RIO D'OURO,JAPERI - RJ,RJ,2024-12-20,NI,Nova Iguaçu - RJ,Carro,Nova Iguaçu,RJ,Sexta,20
34957.13,FORD,KA SE 1.0 SD,JARDIM SULACAP,RIO DE JANEIRO - RJ,RJ,2024-12-20,IT,Rio de Janeiro - RJ,Carro,Rio de Janeiro,RJ,Sexta,20
48700.0,HYUNDAI,HB20S,PECHINCHA,RIO DE JANEIRO - RJ,RJ,2024-12-20,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Sexta,20
89545.61,JEEP,RENEGADE LONGITUDE 1.8 AT,VILAGE,PORTO REAL - RJ,RJ,2024-12-21,BM,Barra Mansa - RJ,Carro,Barra Mansa,RJ,Sábado,21
43639.19,FIAT,IDEA ATTRACTIVE 1.4,CAMPO ALEGRE,QUEIMADOS - RJ,RJ,2024-12-21,NI,Nova Iguaçu - RJ,Carro,Nova Iguaçu,RJ,Sábado,21
76000.0,CHEVROLET,ONIX PLUS LT 1.0,OLARIA,RIO DE JANEIRO - RJ,RJ,2024-12-21,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Sábado,21
57910.0,RENAULT,LOGAN ZEN10MT,BAIRRO DO ENGENHO,ITATIBA - SP,SP,2024-12-21,NI,Nova Iguaçu - RJ,Carro,Nova Iguaçu,RJ,Sábado,21
61107.03,FIAT,ARGO DRIVE 1.0,AREIA BRANCA,BELFORD ROXO - RJ,RJ,2024-12-21,NI,Nova Iguaçu - RJ,Carro,Nova Iguaçu,RJ,Sábado,21
45123.34,RENAULT,DUSTER 20 D 4X2A,JACAREPAGUÁ,RIO DE JANEIRO - RJ,RJ,2024-12-21,IT,Rio de Janeiro - RJ,Carro,Rio de Janeiro,RJ,Sábado,21
72000.0,FIAT,CRONOS DRIVE 1.0,ÁGUA SANTA,RIO DE JANEIRO - RJ,RJ,2024-12-21,NT,Niterói - RJ,Carro,Niterói,RJ,Sábado,21
49000.0,FIAT,MOBI LIKE 1.0,JARDIM GUANDU,NOVA IGUAÇU - RJ,RJ,2024-12-21,CG,Rio de Janeiro - RJ,Carro,Rio de Janeiro,RJ,Sábado,21
57200.0,FIAT,ARGO 1.0,NOVA CAMPINAS,DUQUE DE CAXIAS - RJ,RJ,2024-12-21,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Sábado,21
55350.0,VOLKSWAGEN,SAVEIRO ROBUST 1.6,PERUIBE,PERUÍBE - SP,SP,2024-12-21,OS,Osasco - SP,Carro,Osasco,SP,Sábado,21
71204.77,CITROEN,C3 FEEL 1.0,SANTÍSSIMO,RIO DE JANEIRO - RJ,RJ,2024-12-21,NI,Nova Iguaçu - RJ,Carro,Nova Iguaçu,RJ,Sábado,21
71388.8,HYUNDAI,HB20 VISION 1.6 AT.,FREGUESIA (JACAREPAGUÁ),RIO DE JANEIRO - RJ,RJ,2024-12-21,IT,Rio de Janeiro - RJ,Carro,Rio de Janeiro,RJ,Sábado,21
66000.0,FIAT,ARGO 1.0,BARRA OLÍMPICA,RIO DE JANEIRO - RJ,RJ,2024-12-21,IT,Rio de Janeiro - RJ,Carro,Rio de Janeiro,RJ,Sábado,21
74192.14,FIAT,CRONOS DRIVE 1.0,VILA SÃO LUÍS,DUQUE DE CAXIAS - RJ,RJ,2024-12-21,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Sábado,21
60000.0,FIAT,SIENA 1.0,BONSUCESSO,RIO DE JANEIRO - RJ,RJ,2024-12-22,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Domingo,22
68403.12,FIAT,ARGO 1.0,JARDIM ALVORADA,NOVA IGUAÇU - RJ,RJ,2024-12-22,NI,Nova Iguaçu - RJ,Carro,Nova Iguaçu,RJ,Domingo,22
55349.86,FIAT,MOBI LIKE 1.0,PENDOTIBA,NITERÓI - RJ,RJ,2024-12-22,NT,Niterói - RJ,Carro,Niterói,RJ,Domingo,22
29186.47,NISSAN,SENTRA 20S FLEX,VILA SANTA ALICE,DUQUE DE CAXIAS - RJ,RJ,2024-12-22,CG,Rio de Janeiro - RJ,Carro,Rio de Janeiro,RJ,Domingo,22
56400.0,FORD,KA SE 1.0 SD C,CENTRO (CABUÇU),ITABORAÍ - RJ,RJ,2024-12-22,NT,Niterói - RJ,Carro,Niterói,RJ,Domingo,22
46200.0,RENAULT,KWID ZEN 10MT,REALENGO,RIO DE JANEIRO - RJ,RJ,2024-12-22,IT,Rio de Janeiro - RJ,Carro,Rio de Janeiro,RJ,Domingo,22
29701.46,VOLKSWAGEN,GOL 1.0 GIV,CAPIVARI,DUQUE DE CAXIAS - RJ,RJ,2024-12-22,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Domingo,22
60000.0,CHEVROLET,ONIX 1.4AT ACT,PARQUE LAFAIETE,DUQUE DE CAXIAS - RJ,RJ,2024-12-22,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Domingo,22
72000.0,CHEVROLET,ONIX LT 1.0,BRÁS DE PINA,RIO DE JANEIRO - RJ,RJ,2024-12-22,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Domingo,22
65035.79,CHEVROLET,ONIX HATCH LT 1.0 12V TB FLEX 5P AUT.,SÃO FRANCISCO DE ASSIS,BELFORD ROXO - RJ,RJ,2024-12-23,NI,Nova Iguaçu - RJ,Carro,Nova Iguaçu,RJ,Segunda,23
61435.79,VOLKSWAGEN,VOYAGE 1.0,PARQUE ROSEIRA,CARAPICUÍBA - SP,SP,2024-12-23,VP,São Paulo - SP,Carro,São Paulo,SP,Segunda,23
34432.59,VOLKSWAGEN,VOYAGE 1.0,"VILA EMIL,",MESQUITA - RJ,RJ,2024-12-23,NI,Nova Iguaçu - RJ,Carro,Nova Iguaçu,RJ,Segunda,23
21988.32,CHEVROLET,MERIVA JOY,VILA DE CAVA,NOVA IGUAÇU - RJ,RJ,2024-12-23,NI,Nova Iguaçu - RJ,Carro,Nova Iguaçu,RJ,Segunda,23
51965.1,FIAT,MOBI LIKE,MARAMBAIA (MANILHA),ITABORAÍ - RJ,RJ,2024-12-23,NT,Niterói - RJ,Carro,Niterói,RJ,Segunda,23
51134.04,FIAT,MOBI LIKE,SANTA CATARINA,SÃO GONÇALO - RJ,RJ,2024-12-23,NT,Niterói - RJ,Carro,Niterói,RJ,Segunda,23
74152.0,FIAT,CRONOS DRIVE 1.0,JARDIM ANHANGÁ,DUQUE DE CAXIAS - RJ,RJ,2024-12-23,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Segunda,23
79856.49,FIAT,CRONOS DRIVE 1.3,VILA PACAEMBU,QUEIMADOS - RJ,RJ,2024-12-23,IT,Rio de Janeiro - RJ,Carro,Rio de Janeiro,RJ,Segunda,23
56614.12,VOLKSWAGEN,VOYAGE 1.0,JARDIM BARRO BRANCO,DUQUE DE CAXIAS - RJ,RJ,2024-12-23,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Segunda,23
62292.28,RENAULT,LOGAN ZEN10MT,BALDEADOR,NITERÓI - RJ,RJ,2024-12-23,NT,Niterói - RJ,Carro,Niterói,RJ,Segunda,23
95245.62,CITROEN,C4CACTUS FEEL AT,PIRATININGA,NITERÓI - RJ,RJ,2024-12-23,NT,Niterói - RJ,Carro,Niterói,RJ,Segunda,23
66000.0,RENAULT,DUSTER 20 D 4X2A,VILA INDEPENDÊNCIA,BARRA MANSA - RJ,RJ,2024-12-23,BM,Barra Mansa - RJ,Carro,Barra Mansa,RJ,Segunda,23
53501.28,FIAT,MOBI LIKE,K11,NOVA IGUAÇU - RJ,RJ,2024-12-26,NI,Nova Iguaçu - RJ,Carro,Nova Iguaçu,RJ,Quinta,26
55910.38,RENAULT,KWID ZEN 1.0,BELMONTE,VOLTA REDONDA - RJ,RJ,2024-12-26,BM,Barra Mansa - RJ,Carro,Barra Mansa,RJ,Quinta,26
56040.0,FIAT,SIENA 1.0,PARQUE IMPÉRIO,DUQUE DE CAXIAS - RJ,RJ,2024-12-26,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Quinta,26
58199.96,RENAULT,LOGAN ZEN 1.0,JARDIM IMPERADOR (ZONA SUL),SÃO PAULO - SP,SP,2024-12-26,VP,São Paulo - SP,Carro,São Paulo,SP,Quinta,26
65283.89,RENAULT,LOGAN ZEN10MT,CAMBOINHAS,NITERÓI - RJ,RJ,2024-12-26,NT,Niterói - RJ,Carro,Niterói,RJ,Quinta,26
55000.0,FIAT,ARGO DRIVE 1.0,TAUÁ,RIO DE JANEIRO - RJ,RJ,2024-12-26,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Quinta,26
76832.51,CHEVROLET,ONIX PLUS LT 1.0,PARQUE BARRETO,SÃO JOÃO DE MERITI - RJ,RJ,2024-12-27,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Sexta,27
76000.0,FIAT,CRONOS DRIVE 1.0,ROCHA,SÃO GONÇALO - RJ,RJ,2024-12-27,NT,Niterói - RJ,Carro,Niterói,RJ,Sexta,27
65682.97,FIAT,ARGO 1.0,MARECHAL HERMES,RIO DE JANEIRO - RJ,RJ,2024-12-27,IT,Rio de Janeiro - RJ,Carro,Rio de Janeiro,RJ,Sexta,27
61500.0,FIAT,MOBI LIKE,ITABORK,NITERÓI - RJ,RJ,2024-12-27,NT,Niterói - RJ,Carro,Niterói,RJ,Sexta,27
52000.0,FIAT,MOBI LIKE 1.0,JARDIM PRIMAVERA,DUQUE DE CAXIAS - RJ,RJ,2024-12-27,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Sexta,27
45149.51,RENAULT,KWID ZEN 10MT,JARDIM IGUATEMI,SÃO PAULO - SP,SP,2024-12-27,VP,São Paulo - SP,Carro,São Paulo,SP,Sexta,27
59952.4,RENAULT,LOGAN LIFE10MT,VILA SANTA CRUZ,DUQUE DE CAXIAS - RJ,RJ,2024-12-27,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Sexta,27
50000.0,RENAULT,KWID ZEN 1.0,ANCHIETA,RIO DE JANEIRO - RJ,RJ,2024-12-27,IT,Rio de Janeiro - RJ,Carro,Rio de Janeiro,RJ,Sexta,27
53663.55,FORD,FIESTA 16SE,JACUBA,JUQUITIBA - SP,SP,2024-12-27,OS,Osasco - SP,Carro,Osasco,SP,Sexta,27
45100.0,RENAULT,KWID  ZEN 10MT,VILA EUTHALIA,SÃO PAULO - SP,SP,2024-12-27,VP,São Paulo - SP,Carro,São Paulo,SP,Sexta,27
59822.25,RENAULT,LOGAN LIFE10MT,JARDIM PRIMAVERA,DUQUE DE CAXIAS - RJ,RJ,2024-12-27,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Sexta,27
69034.45,PEUGEOT,208 LIKE MT,TIJUCA,RIO DE JANEIRO - RJ,RJ,2024-12-27,IT,Rio de Janeiro - RJ,Carro,Rio de Janeiro,RJ,Sexta,27
50054.38,FIAT,MOBI LIKE 1.0,GUARATIBA,RIO DE JANEIRO - RJ,RJ,2024-12-27,CG,Rio de Janeiro - RJ,Carro,Rio de Janeiro,RJ,Sexta,27
73000.0,CHEVROLET,ONIX 10MT LT2,BRISA MAR,ITAGUAÍ,RJ,2024-12-27,NI,Nova Iguaçu - RJ,Carro,Nova Iguaçu,RJ,Sexta,27
49138.99,FIAT,STRADA WORKING 1.4  FIRE,HELIÓPOLIS,BELFORD ROXO - RJ,RJ,2024-12-28,NI,Nova Iguaçu - RJ,Carro,Nova Iguaçu,RJ,Sábado,28
50597.8,FIAT,UNO ATTRACTIVE 1.0,JARDIM QUEIMADOS,QUEIMADOS - RJ,RJ,2024-12-28,NI,Nova Iguaçu - RJ,Carro,Nova Iguaçu,RJ,Sábado,28
66235.05,PEUGEOT,208 LIKE PACK 1.6,ALTO DA LAPA,SÃO PAULO - SP,SP,2024-12-28,OS,Osasco - SP,Carro,Osasco,SP,Sábado,28
48684.89,FIAT,MOBI LIKE 1.0,SANTA CRUZ,RIO DE JANEIRO - RJ,RJ,2024-12-28,CG,Rio de Janeiro - RJ,Carro,Rio de Janeiro,RJ,Sábado,28
59899.5,RENAULT,LOGAN LIFE10MT,VIGÁRIO GERAL,RIO DE JANEIRO - RJ,RJ,2024-12-28,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Sábado,28
34155.41,FIAT,PALIO FIRE,POÇO ESCURO (SANTO ALEIXO),MAGÉ - RJ,RJ,2024-12-28,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Sábado,28
29900.0,FIAT,PUNTO 1.4,CENTRO,SÃO JOÃO DE MERITI - RJ,RJ,2024-12-28,NI,Nova Iguaçu - RJ,Carro,Nova Iguaçu,RJ,Sábado,28
65185.65,PEUGEOT,208 HATCH LIKE 1.6,VILA RICA,IBIÚNA - SP,SP,2024-12-28,OS,Osasco - SP,Carro,Osasco,SP,Sábado,28
67078.65,PEUGEOT,208 LIKE PK MT,PENHA DE FRANÇA,BOM JESUS DOS PERDÕES - SP,SP,2024-12-28,VP,São Paulo - SP,Carro,São Paulo,SP,Sábado,28
71900.0,FIAT,CRONOS DRIVE 1.0,SANTISSIMO,RIO DE JANEIRO - RJ,RJ,2024-12-28,IT,Rio de Janeiro - RJ,Carro,Rio de Janeiro,RJ,Sábado,28
60700.4,RENAULT,LOGAN ZEN10MT,CORDEIRINHO (PONTA NEGRA),MARICÁ - RJ,RJ,2024-12-28,NT,Niterói - RJ,Carro,Niterói,RJ,Sábado,28
68000.0,FIAT,MOBI LIKE 1.0,TEMPORÁRIO,ABADIA DE GOIÁS - GO,AC,2024-12-28,NT,Niterói - RJ,Carro,Niterói,RJ,Sábado,28
53681.07,FIAT,UNO ATTRACTIVE 1.0,VILA ANGÉLICA,DUQUE DE CAXIAS - RJ,RJ,2024-12-28,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Sábado,28
47000.0,RENAULT,SANDERO EXPR 10,TAQUARA,RIO DE JANEIRO - RJ,RJ,2024-12-28,IT,Rio de Janeiro - RJ,Carro,Rio de Janeiro,RJ,Sábado,28
61137.89,RENAULT,LOGAN ZEN10MT,SÃO JOÃO DE MERITI,RIO DE JANEIRO - RJ,RJ,2024-12-28,NI,Nova Iguaçu - RJ,Carro,Nova Iguaçu,RJ,Sábado,28
64337.07,PEUGEOT,208 LIKE PACK 1.6,JARDIM ALTO ALEGRE (SÃO RAFAEL),SÃO PAULO - SP,SP,2024-12-28,VP,São Paulo - SP,Carro,São Paulo,SP,Sábado,28
67988.84,RENAULT,LOGAN ZEN10MT,CACHOEIRA GRANDE (RIO DO OURO),MAGÉ - RJ,RJ,2024-12-28,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Sábado,28
73230.9,PEUGEOT,208 ACTIVE AT,TEMPORÁRIO,ABADIA DE GOIÁS - GO,AC,2024-12-28,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Sábado,28
89282.0,CAOA CHERY,TIGGO 3X PRO TB 1.0 AT,LEBLON,RIO DE JANEIRO - RJ,RJ,2024-12-28,NI,Nova Iguaçu - RJ,Carro,Nova Iguaçu,RJ,Sábado,28
78271.0,FIAT,CRONOS DRIVE 1.3,MARINGÁ,BELFORD ROXO - RJ,RJ,2024-12-28,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Sábado,28
65261.0,PEUGEOT,208 LIKE PACK 1.6,JARDIM ADUTORA,SÃO PAULO - SP,SP,2024-12-29,VP,São Paulo - SP,Carro,São Paulo,SP,Domingo,29
52002.26,FIAT,MOBI LIKE,PARQUE MARILANDIA,DUQUE DE CAXIAS - RJ,RJ,2024-12-29,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Domingo,29
54978.06,FIAT,MOBI LIKE,TAQUARA,RIO DE JANEIRO - RJ,RJ,2024-12-29,IT,Rio de Janeiro - RJ,Carro,Rio de Janeiro,RJ,Domingo,29
84800.0,FIAT,CRONOS DRIVE 1.0,VILA DOMITILA,SÃO PAULO - SP,SP,2024-12-29,VP,São Paulo - SP,Carro,São Paulo,SP,Domingo,29
64118.37,PEUGEOT,208 LIKE PACK 1.6,BARRETO,NITERÓI - RJ,RJ,2024-12-29,NT,Niterói - RJ,Carro,Niterói,RJ,Domingo,29
68860.09,HYUNDAI,HB20 SENSE 1.0,TEMPORÁRIO,ABADIA DE GOIÁS - GO,AC,2024-12-29,BM,Barra Mansa - RJ,Carro,Barra Mansa,RJ,Domingo,29
53081.1,VOLKSWAGEN,GOL 1.0,NOVO OSASCO,OSASCO - SP,SP,2024-12-29,OS,Osasco - SP,Carro,Osasco,SP,Domingo,29
61000.0,VOLKSWAGEN,VOYAGE 1.0,JARDIM VINTE E CINCO DE AGOSTO,DUQUE DE CAXIAS - RJ,RJ,2024-12-29,DC,Duque de Caxias - RJ,Carro,Duque de Caxias,RJ,Domingo,29
47320.0,FORD,KA SE 1.0 SD C,CAMPO GRANDE,RIO DE JANEIRO - RJ,RJ,2024-12-29,CG,Rio de Janeiro - RJ,Carro,Rio de Janeiro,RJ,Domingo,29
67276.24,PEUGEOT,208 LIKE MT,JARDIM MARINA,ITAPEVI - SP,SP,2024-12-29,OS,Osasco - SP,Carro,Osasco,SP,Domingo,29
